alias,gene
ENSG00000157224,CLDN12
ENSG00000058091,CDK14
ENSG00000223969,AC002456.2
ENSG00000157240,FZD1
ENSG00000243144,RP11-115N4.1
ENSG00000235450,RP11-142A5.1
ENSG00000223665,CTB-111F10.1
ENSG00000127989,MTERF1
ENSG00000127914,AKAP9
ENSG00000001630,CYP51A1
ENSG00000240720,LRRD1
ENSG00000188693,CYP51A1-AS1
ENSG00000001631,KRIT1
ENSG00000001629,ANKIB1
ENSG00000230927,TMBIM7P
ENSG00000157259,GATAD1
ENSG00000244055,AC007566.10
ENSG00000242950,ERVW-1
ENSG00000127980,PEX1
ENSG00000127993,RBM48
ENSG00000278819,RP5-1099C19.2
ENSG00000234545,FAM133B
ENSG00000105810,CDK6
ENSG00000237819,AC002454.1
ENSG00000205413,SAMD9
ENSG00000177409,SAMD9L
ENSG00000188175,HEPACAM2
ENSG00000004766,CCDC132
ENSG00000004948,CALCR
ENSG00000127928,GNGT1
ENSG00000237729,AC002075.4
ENSG00000105825,TFPI2
ENSG00000127920,GNG11
ENSG00000278959,RP11-455I9.1
ENSG00000105829,BET1
ENSG00000236861,AC006378.2
ENSG00000236453,AC003092.1
ENSG00000236938,AC003092.2
ENSG00000164692,COL1A2
ENSG00000127995,CASD1
ENSG00000127990,SGCE
ENSG00000242265,PEG10
ENSG00000232385,RPS3AP25
ENSG00000158528,PPP1R9A
ENSG00000271159,HINT1P2
ENSG00000236197,AC002429.5
ENSG00000005421,PON1
ENSG00000105852,PON3
ENSG00000105854,PON2
ENSG00000273138,GS1-293C5.1
ENSG00000233942,AC004012.1
ENSG00000005981,ASB4
ENSG00000279525,GS1-306C12.1
ENSG00000004799,PDK4
ENSG00000231170,AC002451.3
ENSG00000158560,DYNC1I1
ENSG00000279067,GS1-25M2.1
ENSG00000004864,SLC25A13
ENSG00000237551,AC096775.2
ENSG00000127922,SHFM1
ENSG00000244318,RN7SL252P
ENSG00000231764,DLX6-AS1
ENSG00000277124,Evf1_2
ENSG00000006377,DLX6
ENSG00000105880,DLX5
ENSG00000196636,ACN9
ENSG00000006128,TAC1
ENSG00000070669,ASNS
ENSG00000235982,AC007875.3
ENSG00000231812,SNRPCP9
ENSG00000237818,RPS3AP29
ENSG00000232097,AC079781.8
ENSG00000238228,OR7E7P
ENSG00000183444,OR7E38P
ENSG00000243554,AC004967.7
ENSG00000135175,OCM2
ENSG00000164715,LMTK2
ENSG00000205356,TECPR1
ENSG00000164713,BRI3
ENSG00000006453,BAIAP2L1
ENSG00000272950,RP11-307C18.1
ENSG00000223402,AC074121.4
ENSG00000106236,NPTX2
ENSG00000166448,TMEM130
ENSG00000196367,TRRAP
ENSG00000242687,AC004893.11
ENSG00000198742,SMURF1
ENSG00000185467,KPNA7
ENSG00000002079,MYH16
ENSG00000241685,ARPC1A
ENSG00000130429,ARPC1B
ENSG00000106244,PDAP1
ENSG00000106245,BUD31
ENSG00000106246,PTCD1
ENSG00000160917,CPSF4
ENSG00000241468,ATP5J2
ENSG00000198556,ZNF789
ENSG00000160908,ZNF394
ENSG00000196652,ZKSCAN5
ENSG00000221909,FAM200A
ENSG00000197343,ZNF655
ENSG00000272647,GS1-259H13.10
ENSG00000244219,GS1-259H13.2
ENSG00000197037,ZSCAN25
ENSG00000106258,CYP3A5
ENSG00000160870,CYP3A7
ENSG00000160868,CYP3A4
ENSG00000273407,RP11-757A13.1
ENSG00000021461,CYP3A43
ENSG00000146833,TRIM4
ENSG00000176402,GJC3
ENSG00000237640,RP4-604G5.1
ENSG00000160862,AZGP1
ENSG00000214313,AZGP1P1
ENSG00000106261,ZKSCAN1
ENSG00000166529,ZSCAN21
ENSG00000166526,ZNF3
ENSG00000168090,COPS6
ENSG00000166508,MCM7
ENSG00000221838,AP4M1
ENSG00000106290,TAF6
ENSG00000242798,RP11-506M12.1
ENSG00000166997,CNPY4
ENSG00000214309,MBLAC1
ENSG00000235077,AC073842.19
ENSG00000214142,RPL7P60
ENSG00000188186,LAMTOR4
ENSG00000146826,C7orf43
ENSG00000197093,GAL3ST4
ENSG00000213420,GPC2
ENSG00000066923,STAG3
ENSG00000239521,GATS
ENSG00000214300,SPDYE3
ENSG00000078319,PMS2P1
ENSG00000242294,STAG3L5P
ENSG00000272752,STAG3L5P-PVRIG2P-PILRB
ENSG00000085514,PILRA
ENSG00000078487,ZCWPW1
ENSG00000146834,MEPCE
ENSG00000241357,RP11-758P17.2
ENSG00000160813,PPP1R35
ENSG00000240211,RP11-758P17.3
ENSG00000185955,C7orf61
ENSG00000166925,TSC22D4
ENSG00000166924,NYAP1
ENSG00000225807,RP11-44M6.1
ENSG00000106351,AGFG2
ENSG00000184414,RP11-44M6.3
ENSG00000205307,SAP25
ENSG00000077454,LRCH4
ENSG00000106336,FBXO24
ENSG00000224729,PCOLCE-AS1
ENSG00000106333,PCOLCE
ENSG00000106330,MOSPD3
ENSG00000106327,TFR2
ENSG00000077080,ACTL6B
ENSG00000172354,GNB2
ENSG00000146830,GIGYF1
ENSG00000172336,POP7
ENSG00000130427,EPO
ENSG00000146839,ZAN
ENSG00000196411,EPHB4
ENSG00000146828,SLC12A9
ENSG00000236305,RP11-126L15.4
ENSG00000087077,TRIP6
ENSG00000087087,SRRT
ENSG00000176125,UFSP1
ENSG00000087085,ACHE
ENSG00000169894,MUC3A
ENSG00000274993,RP11-395B7.2
ENSG00000205277,MUC12
ENSG00000227053,RP11-395B7.4
ENSG00000169876,MUC17
ENSG00000169871,TRIM56
ENSG00000106366,SERPINE1
ENSG00000106367,AP1S1
ENSG00000128564,VGF
ENSG00000167011,NAT16
ENSG00000106384,MOGAT3
ENSG00000205267,DGAT2L7P
ENSG00000106397,PLOD3
ENSG00000106400,ZNHIT1
ENSG00000106404,CLDN15
ENSG00000214253,FIS1
ENSG00000278683,RP11-132A1.6
ENSG00000232445,RP11-132A1.4
ENSG00000128581,IFT22
ENSG00000160963,COL26A1
ENSG00000233123,LINC01007
ENSG00000106436,MYL10
ENSG00000279538,AC004953.1
ENSG00000257923,CUX1
ENSG00000259294,CTA-339C12.1
ENSG00000261535,CTA-305I2.1
ENSG00000280404,AC005086.3
ENSG00000160999,SH2B2
ENSG00000170409,CTA-313A17.2
ENSG00000228546,CTA-313A17.3
ENSG00000260097,SPDYE6
ENSG00000128563,PRKRIP1
ENSG00000239486,RP11-163E9.1
ENSG00000239480,RP11-514P8.2
ENSG00000160991,ORAI2
ENSG00000160993,ALKBH4
ENSG00000161036,LRWD1
ENSG00000005075,POLR2J
ENSG00000170667,RASA4B
ENSG00000272949,RP11-514P8.8
ENSG00000270249,RP11-514P8.7
ENSG00000205238,SPDYE2
ENSG00000205236,RP11-514P8.6
ENSG00000267645,POLR2J2
ENSG00000173678,SPDYE2B
ENSG00000279168,HSPC047
ENSG00000233297,RASA4DP
ENSG00000222011,FAM185A
ENSG00000161040,FBXL13
ENSG00000252643,RNU6-1136P
ENSG00000238324,RN7SKP198
ENSG00000128606,LRRC17
ENSG00000230257,NFE4
ENSG00000170632,ARMC10
ENSG00000233025,CRYZP1
ENSG00000161048,NAPEPLD
ENSG00000170629,DPY19L2P2
ENSG00000105819,PMPCB
ENSG00000105821,DNAJC2
ENSG00000161057,PSMC2
ENSG00000170615,SLC26A5
ENSG00000234715,CTB-107G13.1
ENSG00000189056,RELN
ENSG00000164815,ORC5
ENSG00000187416,LHFPL3
ENSG00000226869,LHFPL3-AS1
ENSG00000225329,LHFPL3-AS2
ENSG00000237513,RP11-325F22.2
ENSG00000228393,LINC01004
ENSG00000239569,KMT2E-AS1
ENSG00000005483,KMT2E
ENSG00000272918,CTB-152G17.6
ENSG00000135250,SRPK2
ENSG00000270764,CTB-152G17.5
ENSG00000213361,RP4-778K6.1
ENSG00000244490,RWDD4P1
ENSG00000242154,RP4-778K6.3
ENSG00000201179,RNU6-1322P
ENSG00000091127,PUS7
ENSG00000223886,RP11-251G23.2
ENSG00000135249,RINT1
ENSG00000185055,EFCAB10
ENSG00000272604,RP11-251G23.5
ENSG00000146776,ATXN7L1
ENSG00000226624,CTA-351J1.1
ENSG00000128536,CDHR3
ENSG00000280439,RP4-568B10.1
ENSG00000008282,SYPL1
ENSG00000242562,DCAF13P1
ENSG00000105835,NAMPT
ENSG00000273320,RP11-22N19.2
ENSG00000243797,CTB-111H14.1
ENSG00000228742,RP5-884M6.1
ENSG00000105851,PIK3CG
ENSG00000005249,PRKAR2B
ENSG00000243193,CTA-360L10.1
ENSG00000105856,HBP1
ENSG00000272072,CTA-363E19.2
ENSG00000164597,COG5
ENSG00000172209,GPR22
ENSG00000105865,DUS4L
ENSG00000272854,RP4-593H12.1
ENSG00000075790,BCAP29
ENSG00000250474,WBP1LP2
ENSG00000233705,SLC26A4-AS1
ENSG00000091137,SLC26A4
ENSG00000241764,AC002467.7
ENSG00000105879,CBLL1
ENSG00000091138,SLC26A3
ENSG00000091140,DLD
ENSG00000091136,LAMB1
ENSG00000273055,CTB-13F3.1
ENSG00000091128,LAMB4
ENSG00000091129,NRCAM
ENSG00000135241,PNPLA8
ENSG00000231006,RPL7P32
ENSG00000177683,THAP5
ENSG00000128590,DNAJB9
ENSG00000225647,AC005487.2
ENSG00000279043,CTB-22K14.1
ENSG00000229603,AC004014.3
ENSG00000227968,AC004014.4
ENSG00000230941,AC002386.1
ENSG00000234273,AC073071.1
ENSG00000230192,AC073387.2
ENSG00000271368,RP11-10E6.1
ENSG00000237064,EIF3IP1
ENSG00000226965,AC003088.1
ENSG00000184903,IMMP2L
ENSG00000173114,LRRN3
ENSG00000128512,DOCK4
ENSG00000225572,DOCK4-AS1
ENSG00000198839,ZNF277
ENSG00000226851,AC004112.4
ENSG00000006652,IFRD1
ENSG00000180019,AC079741.2
ENSG00000181016,LSMEM1
ENSG00000182965,NPM1P14
ENSG00000223646,AC002463.3
ENSG00000225358,MIPEPP1
ENSG00000146802,TMEM168
ENSG00000164603,C7orf60
ENSG00000234520,AC018464.3
ENSG00000279288,RP11-736E3.3
ENSG00000164604,GPR85
ENSG00000225457,RP11-736E3.1
ENSG00000214194,LINC00998
ENSG00000270997,RP11-703P11.1
ENSG00000154415,PPP1R3A
ENSG00000128573,FOXP2
ENSG00000236580,RP11-95P9.1
ENSG00000224595,AC073626.2
ENSG00000135272,MDFIC
ENSG00000233607,LINC01392
ENSG00000225535,LINC01393
ENSG00000244565,RP11-222O23.1
ENSG00000242072,RP11-458K10.1
ENSG00000243345,RP11-458K10.3
ENSG00000199224,Y_RNA
ENSG00000105967,TFEC
ENSG00000279086,RP11-667F14.1
ENSG00000135269,TES
ENSG00000237813,AC002066.1
ENSG00000105971,CAV2
ENSG00000105974,CAV1
ENSG00000235427,AC006159.5
ENSG00000243220,AC006159.4
ENSG00000231210,LINC01510
ENSG00000105976,MET
ENSG00000198898,CAPZA2
ENSG00000235945,AC002543.2
ENSG00000227199,ST7-AS1
ENSG00000004866,ST7
ENSG00000228368,AC106873.4
ENSG00000213050,TPM3P1
ENSG00000226367,ST7-AS2
ENSG00000230785,AC006326.3
ENSG00000105989,WNT2
ENSG00000238202,AC002465.2
ENSG00000154438,ASZ1
ENSG00000001626,CFTR
ENSG00000083622,AC000111.6
ENSG00000077063,CTTNBP2
ENSG00000224136,AC007568.1
ENSG00000234826,AC003084.2
ENSG00000128534,LSM8
ENSG00000106013,ANKRD7
ENSG00000222226,AC006926.1
ENSG00000229982,GTF3AP6
ENSG00000225546,RP11-328J2.1
ENSG00000233969,RP5-1006K12.1
ENSG00000184408,KCND2
ENSG00000231295,RP4-797C5.2
ENSG00000106025,TSPAN12
ENSG00000071243,ING3
ENSG00000106034,CPED1
ENSG00000207090,RNU6-517P
ENSG00000002745,WNT16
ENSG00000196937,FAM3C
ENSG00000234985,RP11-3L10.3
ENSG00000227743,RP4-745K6.1
ENSG00000233272,PNPT1P2
ENSG00000106278,PTPRZ1
ENSG00000008311,AASS
ENSG00000226636,RP5-1049N15.2
ENSG00000234418,RP11-560I19.1
ENSG00000213302,RP11-560I19.2
ENSG00000128610,FEZF1
ENSG00000230316,FEZF1-AS1
ENSG00000081803,CADPS2
ENSG00000240499,RP5-1101C3.1
ENSG00000235459,RPS26P31
ENSG00000226680,RP11-61D3.1
ENSG00000081800,SLC13A1
ENSG00000164675,IQUB
ENSG00000232524,RP11-332K15.1
ENSG00000128609,NDUFA5
ENSG00000146809,ASB15
ENSG00000230442,RP11-390E23.3
ENSG00000170807,LMOD2
ENSG00000106299,WASL
ENSG00000272686,RP11-390E23.6
ENSG00000228211,HYALP1
ENSG00000106302,HYAL4
ENSG00000106304,SPAM1
ENSG00000241345,RP4-630C24.3
ENSG00000234224,TMEM229A
ENSG00000242593,RP5-921G16.1
ENSG00000243574,RP11-264K23.1
ENSG00000241324,RP5-921G16.2
ENSG00000213296,RP5-1106E3.1
ENSG00000279419,RP5-907C10.3
ENSG00000170775,GPR37
ENSG00000275356,RP5-907C10.4
ENSG00000128513,POT1
ENSG00000224897,POT1-AS1
ENSG00000224899,RP11-3B12.5
ENSG00000205898,RP11-3B12.4
ENSG00000237764,RP11-3B12.2
ENSG00000219445,RP11-3B12.3
ENSG00000213291,RP11-420H19.3
ENSG00000227869,RP11-807H17.1
ENSG00000197462,AC005276.1
ENSG00000241921,AC000370.2
ENSG00000179603,GRM8
ENSG00000236340,AC000099.1
ENSG00000236105,AC000110.1
ENSG00000048405,ZNF800
ENSG00000226770,AC000124.1
ENSG00000179562,GCC1
ENSG00000004059,ARF5
ENSG00000106328,FSCN3
ENSG00000240790,AC073934.6
ENSG00000197157,SND1
ENSG00000240579,RP11-20L24.1
ENSG00000128594,LRRC4
ENSG00000174697,LEP
ENSG00000272915,RP11-62J1.4
ENSG00000106344,RBM28
ENSG00000242261,RP11-62J1.3
ENSG00000224940,PRRT4
ENSG00000106348,IMPDH1
ENSG00000228700,RP11-155G14.1
ENSG00000279916,AC010655.1
ENSG00000273184,RP11-212P7.3
ENSG00000165055,METTL2B
ENSG00000276988,Metazoa_SRP
ENSG00000273270,RP11-212P7.2
ENSG00000280828,RP11-274B21.1
ENSG00000213280,RP11-212P7.1
ENSG00000242588,RP11-274B21.14
ENSG00000281896,RP11-274B21.13
ENSG00000223189,RNU6-177P
ENSG00000243302,RP11-274B21.2
ENSG00000229413,RP11-274B21.12
ENSG00000243679,RP11-274B21.3
ENSG00000281490,CICP14
ENSG00000271553,RP11-274B21.10
ENSG00000241493,RP11-274B21.5
ENSG00000205085,FAM71F2
ENSG00000271344,RP11-274B21.9
ENSG00000135248,FAM71F1
ENSG00000128595,CALU
ENSG00000128617,OPN1SW
ENSG00000128596,CCDC136
ENSG00000128591,FLNC
ENSG00000242902,RP11-309L24.2
ENSG00000135253,KCP
ENSG00000128524,ATP6V1F
ENSG00000272899,RP11-309L24.4
ENSG00000128604,IRF5
ENSG00000275106,RP11-309L24.10
ENSG00000064419,TNPO3
ENSG00000242241,RN7SL306P
ENSG00000244556,ODCP
ENSG00000241573,RP11-286H14.1
ENSG00000230626,RP11-286H14.4
ENSG00000158457,TSPAN33
ENSG00000128602,SMO
ENSG00000243230,RP11-286H14.8
ENSG00000158467,AHCYL2
ENSG00000238072,RP11-305M3.2
ENSG00000128578,STRIP2
ENSG00000240204,SMKR1
ENSG00000273329,RP11-448A19.1
ENSG00000106459,NRF1
ENSG00000242078,RP11-738B7.1
ENSG00000186591,UBE2H
ENSG00000244036,RP11-306G20.1
ENSG00000091732,ZC3HC1
ENSG00000128607,KLHDC10
ENSG00000229196,RP11-775D22.2
ENSG00000146842,TMEM209
ENSG00000240571,RP11-775D22.3
ENSG00000165120,SSMEM1
ENSG00000270992,RP11-190G13.4
ENSG00000158516,CPA2
ENSG00000128510,CPA4
ENSG00000158525,CPA5
ENSG00000091704,CPA1
ENSG00000106477,CEP41
ENSG00000259920,RP11-2E11.5
ENSG00000272701,MESTIT1
ENSG00000106484,MEST
ENSG00000270823,RP11-2E11.6
ENSG00000158623,COPG2
ENSG00000270953,RP11-2E11.9
ENSG00000213265,TSGA13
ENSG00000271522,RP11-36B6.1
ENSG00000229858,AC016831.5
ENSG00000240680,AC016831.3
ENSG00000232716,AC016831.6
ENSG00000233559,AC016831.7
ENSG00000226380,AC058791.1
ENSG00000271204,RP11-138A9.1
ENSG00000273319,RP11-138A9.2
ENSG00000231721,LINC-PINT
ENSG00000128585,MKLN1
ENSG00000236753,MKLN1-AS
ENSG00000273489,RP11-180C16.1
ENSG00000128567,PODXL
ENSG00000224545,AC008264.4
ENSG00000213261,EEF1B2P6
ENSG00000236238,AC093106.4
ENSG00000236281,AC093106.5
ENSG00000233263,AC009518.2
ENSG00000224865,AC009518.4
ENSG00000221866,PLXNA4
ENSG00000225144,AC018643.4
ENSG00000223436,AC011625.1
ENSG00000183470,FLJ40288
ENSG00000225881,AC009365.4
ENSG00000106554,CHCHD3
ENSG00000227197,AC009518.8
ENSG00000237821,AC083873.4
ENSG00000131558,EXOC4
ENSG00000226205,AC007790.4
ENSG00000155530,LRGUK
ENSG00000231098,AC008154.4
ENSG00000205060,SLC35B4
ENSG00000229177,AC008154.5
ENSG00000273297,RP11-38M8.1
ENSG00000085662,AKR1B1
ENSG00000198074,AKR1B10
ENSG00000227471,AKR1B15
ENSG00000172331,BPGM
ENSG00000224375,AC009276.4
ENSG00000122786,CALD1
ENSG00000146856,AGBL3
ENSG00000122783,C7orf49
ENSG00000146859,TMEM140
ENSG00000272941,RP11-134L10.1
ENSG00000105875,WDR91
ENSG00000231794,AC009542.2
ENSG00000146857,STRA8
ENSG00000276067,RP11-260N14.1
ENSG00000080802,CNOT4
ENSG00000227073,SDHDP2
ENSG00000155561,NUP205
ENSG00000271414,RP11-751K21.1
ENSG00000223718,AC093107.7
ENSG00000243317,C7orf73
ENSG00000164707,SLC13A4
ENSG00000273219,RP11-644N4.1
ENSG00000189320,FAM180A
ENSG00000224746,AC015987.1
ENSG00000105887,MTPN
ENSG00000230649,AC024084.1
ENSG00000232053,AC009784.3
ENSG00000236503,AC009784.4
ENSG00000234352,AC009264.1
ENSG00000181072,CHRM2
ENSG00000224469,AC009517.2
ENSG00000105894,PTN
ENSG00000231114,AC078842.4
ENSG00000228031,AC078842.3
ENSG00000157680,DGKI
ENSG00000279483,RPL41
ENSG00000230383,AC009245.3
ENSG00000182158,CREB3L2
ENSG00000237243,AC022173.2
ENSG00000122787,AKR1D1
ENSG00000233951,RCC2P3
ENSG00000225559,AC083867.4
ENSG00000213237,AC008155.1
ENSG00000122779,TRIM24
ENSG00000157703,SVOPL
ENSG00000243099,AC020983.5
ENSG00000223721,UQCRFS1P2
ENSG00000105929,ATP6V0A4
ENSG00000214128,TMEM213
ENSG00000122778,KIAA1549
ENSG00000146858,ZC3HAV1L
ENSG00000105939,ZC3HAV1
ENSG00000105948,TTC26
ENSG00000239254,RP11-365F18.3
ENSG00000228360,RP11-365F18.1
ENSG00000271404,MZT1P2
ENSG00000157741,UBN2
ENSG00000164898,C7orf55
ENSG00000146963,C7orf55-LUC7L2
ENSG00000273391,RP11-634H22.1
ENSG00000188883,KLRG2
ENSG00000253183,RP4-701O16.5
ENSG00000236279,CLEC2L
ENSG00000064393,HIPK2
ENSG00000059377,TBXAS1
ENSG00000059378,PARP12
ENSG00000006459,KDM7A
ENSG00000260231,JHDM1D-AS1
ENSG00000157800,SLC37A3
ENSG00000146955,RAB19
ENSG00000133606,MKRN1
ENSG00000146966,DENND2A
ENSG00000201354,Y_RNA
ENSG00000240173,RN7SL771P
ENSG00000133597,ADCK2
ENSG00000090266,NDUFB2
ENSG00000240889,NDUFB2-AS1
ENSG00000157764,BRAF
ENSG00000090263,MRPS33
ENSG00000261115,TMEM178B
ENSG00000204990,RP5-842K16.1
ENSG00000261629,RP5-842K16.2
ENSG00000261797,RP11-744I24.3
ENSG00000261570,RP11-744I24.2
ENSG00000006530,AGK
ENSG00000244701,RP5-894A10.2
ENSG00000257093,KIAA1147
ENSG00000228775,WEE2-AS1
ENSG00000214102,WEE2
ENSG00000106028,SSBP1
ENSG00000270923,TAS2R6P
ENSG00000127366,TAS2R5
ENSG00000239648,MTND1P3
ENSG00000240677,MYL6P4
ENSG00000165076,PRSS37
ENSG00000257335,MGAM
ENSG00000258227,CLEC5A
ENSG00000257743,RP11-1220K2.2
ENSG00000258223,PRSS58
ENSG00000186163,TRY2P
ENSG00000277083,PRSS3P3
ENSG00000277880,TRBV17
ENSG00000270672,MTRNR2L6
ENSG00000211772,TRBC2
ENSG00000106123,EPHB6
ENSG00000165125,TRPV6
ENSG00000224970,RP11-114L10.2
ENSG00000127412,TRPV5
ENSG00000165131,C7orf34
ENSG00000197993,KEL
ENSG00000239293,OR9P1P
ENSG00000179420,OR6W1P
ENSG00000159763,PIP
ENSG00000268170,RP11-556I13.2
ENSG00000197448,GSTK1
ENSG00000231840,AC073342.12
ENSG00000178826,TMEM139
ENSG00000106144,CASP2
ENSG00000231531,HINT1P1
ENSG00000188037,CLCN1
ENSG00000159784,FAM131B
ENSG00000272619,RP11-563K23.1
ENSG00000232533,AC093673.5
ENSG00000159840,ZYX
ENSG00000146904,EPHA1
ENSG00000229153,EPHA1-AS1
ENSG00000230556,AC073264.6
ENSG00000223459,TCAF1P1
ENSG00000170379,TCAF2
ENSG00000252523,RNU6-267P
ENSG00000271321,CTAGE6
ENSG00000253882,RP11-61L23.2
ENSG00000241136,PAICSP6
ENSG00000232145,RP11-307I2.1
ENSG00000159860,TCAF2P1
ENSG00000198420,TCAF1
ENSG00000243583,RP4-669B10.3
ENSG00000221938,OR2A14
ENSG00000213214,ARHGEF35
ENSG00000244198,RP4-545C24.1
ENSG00000170356,OR2A20P
ENSG00000244479,OR2A1-AS1
ENSG00000228960,OR2A9P
ENSG00000050327,ARHGEF5
ENSG00000106410,NOBOX
ENSG00000196511,TPK1
ENSG00000230746,AC006007.1
ENSG00000174469,CNTNAP2
ENSG00000274127,uc_338
ENSG00000236795,AC006004.1
ENSG00000270634,RP4-777G9.1
ENSG00000170279,C7orf33
ENSG00000213209,AC005229.7
ENSG00000273314,RP5-1136G13.2
ENSG00000055130,CUL1
ENSG00000106462,EZH2
ENSG00000275586,Metazoa_SRP
ENSG00000239468,RN7SL569P
ENSG00000252316,RNY4
ENSG00000202354,RNY3
ENSG00000201098,RNY1
ENSG00000281189,GHET1
ENSG00000155660,PDIA4
ENSG00000234565,COX6B1P1
ENSG00000197362,ZNF786
ENSG00000204947,ZNF425
ENSG00000197024,ZNF398
ENSG00000239719,RP4-800G7.1
ENSG00000170265,ZNF282
ENSG00000170260,ZNF212
ENSG00000204946,ZNF783
ENSG00000271664,RP4-800G7.3
ENSG00000244560,RP4-800G7.2
ENSG00000231397,AC004941.5
ENSG00000215311,NPM1P12
ENSG00000228151,AC004941.3
ENSG00000261842,RP11-143I21.1
ENSG00000196453,ZNF777
ENSG00000181220,ZNF746
ENSG00000280992,AC004932.1
ENSG00000133624,ZNF767P
ENSG00000133619,KRBA1
ENSG00000181444,ZNF467
ENSG00000197558,SSPO
ENSG00000106479,ZNF862
ENSG00000273419,RP4-751H13.7
ENSG00000204934,ATP6V0E2-AS1
ENSG00000171130,ATP6V0E2
ENSG00000273293,RP11-445N20.3
ENSG00000279536,RP11-445N20.2
ENSG00000273011,RP11-728K20.3
ENSG00000224016,RP11-728K20.1
ENSG00000260555,RP11-728K20.2
ENSG00000241449,RP11-545G3.1
ENSG00000106526,ACTR3C
ENSG00000127399,LRRC61
ENSG00000106538,RARRES2
ENSG00000240449,RP4-584D14.5
ENSG00000196456,ZNF775
ENSG00000242258,LINC00996
ENSG00000171115,GIMAP8
ENSG00000213205,STRADBP1
ENSG00000179144,GIMAP7
ENSG00000133574,GIMAP4
ENSG00000133561,GIMAP6
ENSG00000106560,GIMAP2
ENSG00000196329,GIMAP5
ENSG00000106565,TMEM176B
ENSG00000002933,TMEM176A
ENSG00000002726,AOC1
ENSG00000055118,KCNH2
ENSG00000164867,NOS3
ENSG00000181652,ATG9B
ENSG00000197150,ABCB8
ENSG00000243433,RP11-148K1.10
ENSG00000213199,ASIC3
ENSG00000164885,CDK5
ENSG00000164889,SLC4A2
ENSG00000244151,RP11-148K1.12
ENSG00000164896,FASTK
ENSG00000164897,TMUB1
ENSG00000133612,AGAP3
ENSG00000164900,GBX1
ENSG00000146926,ASB10
ENSG00000278685,RP11-148K1.1
ENSG00000033050,ABCF2
ENSG00000033100,CHPF2
ENSG00000082014,SMARCD3
ENSG00000272661,RP4-548D19.3
ENSG00000243018,RP5-1070G24.2
ENSG00000013374,NUB1
ENSG00000187260,WDR86
ENSG00000243836,WDR86-AS1
ENSG00000241456,RP4-555L14.4
ENSG00000127377,CRYGN
ENSG00000241959,RN7SL76P
ENSG00000106615,RHEB
ENSG00000240132,ETF1P2
ENSG00000106617,PRKAG2
ENSG00000242048,RP13-452N2.1
ENSG00000239911,PRKAG2-AS1
ENSG00000106648,GALNTL5
ENSG00000276213,Metazoa_SRP
ENSG00000178234,GALNT11
ENSG00000229591,RP5-981O7.2
ENSG00000213188,YBX1P4
ENSG00000055609,KMT2C
ENSG00000270405,RP11-208G20.3
ENSG00000241007,SEPT7P6
ENSG00000241735,FABP5P3
ENSG00000020219,CCT8L1P
ENSG00000261455,LINC01003
ENSG00000231139,AC104843.4
ENSG00000225416,AC104843.3
ENSG00000196584,XRCC2
ENSG00000133627,ACTR3B
ENSG00000234722,LINC01287
ENSG00000130226,DPP6
ENSG00000226509,AC005588.2
ENSG00000270114,RP5-1048B16.1
ENSG00000203335,AC006019.3
ENSG00000233363,AC006019.4
ENSG00000236408,RP11-476H24.1
ENSG00000214106,PAXIP1-AS2
ENSG00000157212,PAXIP1
ENSG00000272760,RP11-5C23.1
ENSG00000273183,RP11-5C23.2
ENSG00000273344,PAXIP1-AS1
ENSG00000220575,HTR5A-AS1
ENSG00000157219,HTR5A
ENSG00000273117,AC144652.1
ENSG00000186480,INSIG1
ENSG00000204960,BLACE
ENSG00000218672,AC008060.7
ENSG00000260426,RP5-912I13.1
ENSG00000236544,AC008060.8
ENSG00000164778,EN2
ENSG00000146910,CNPY1
ENSG00000227365,AC008060.5
ENSG00000216895,AC009403.2
ENSG00000184863,RBM33
ENSG00000164690,SHH
ENSG00000204876,AC021218.2
ENSG00000228569,AC073133.2
ENSG00000233878,AC073133.1
ENSG00000182648,LINC01006
ENSG00000234450,AC005534.6
ENSG00000105982,RNF32
ENSG00000224903,AC005534.8
ENSG00000105983,LMBR1
ENSG00000146909,NOM1
ENSG00000130675,MNX1
ENSG00000235029,MNX1-AS2
ENSG00000243479,MNX1-AS1
ENSG00000009335,UBE3C
ENSG00000236018,RP4-814D15.1
ENSG00000224629,RP5-1142J19.2
ENSG00000105993,DNAJB6
ENSG00000234210,AC006372.4
ENSG00000280266,RP11-331D5.2
ENSG00000155093,PTPRN2
ENSG00000222012,AC005481.5
ENSG00000233038,AC011899.9
ENSG00000272839,RP11-452C13.1
ENSG00000231980,AC011899.10
ENSG00000225365,AC078942.1
ENSG00000232715,LINC01022
ENSG00000224324,THAP5P1
ENSG00000146918,NCAPG2
ENSG00000117868,ESYT2
ENSG00000126870,WDR60
ENSG00000231419,LINC00689
ENSG00000106018,VIPR2
ENSG00000229435,PIP5K1P2
ENSG00000182378,PLCXD1
ENSG00000178605,GTPBP6
ENSG00000226179,LINC00685
ENSG00000167393,PPP2R3B
ENSG00000281849,RP13-465B17.4
ENSG00000280767,RP13-465B17.5
ENSG00000185960,SHOX
ENSG00000237531,RP11-309M23.1
ENSG00000225661,RPL14P5
ENSG00000205755,CRLF2
ENSG00000198223,CSF2RA
ENSG00000185291,IL3RA
ENSG00000169100,SLC25A6
ENSG00000236871,LINC00106
ENSG00000236017,ASMTL-AS1
ENSG00000169093,ASMTL
ENSG00000182162,P2RY8
